1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
333, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
334, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
335, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
336, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
337, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
338, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
339, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
340, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
341, swamp, minecraft:swamp, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
342, swamp, minecraft:swamp, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
343, swamp, minecraft:swamp, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
344, swamp, minecraft:swamp, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
345, swamp, minecraft:swamp, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
346, swamp, minecraft:swamp, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
347, swamp, minecraft:swamp, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
348, swamp, minecraft:swamp, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
349, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
350, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
351, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
352, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
353, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
354, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
355, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
356, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
357, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
358, river, minecraft:river, MONSTER, risingtides:piranha, 10, 2, 2
359, river, minecraft:river, MONSTER, mowziesmobs:grottol, 10, 1, 1
360, river, minecraft:river, MONSTER, dannys_expansion:ghoul, 20, 1, 3
361, river, minecraft:river, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
362, river, minecraft:river, MONSTER, dannys_expansion:sporer, 10, 1, 1
363, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
364, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
365, river, minecraft:river, MONSTER, mowziesmobs:grottol, 10, 1, 1
366, river, minecraft:river, CREATURE, exoticbirds:kingfisher, 10, 2, 5
367, river, minecraft:river, CREATURE, exoticbirds:swan, 10, 2, 5
368, river, minecraft:river, CREATURE, exoticbirds:crane, 10, 2, 5
369, river, minecraft:river, CREATURE, exoticbirds:duck, 10, 2, 5
370, river, minecraft:river, CREATURE, exoticbirds:heron, 10, 2, 5
371, river, minecraft:river, CREATURE, exoticbirds:pelican, 10, 2, 5
372, river, minecraft:river, CREATURE, risingtides:snail, 12, 3, 5
373, river, minecraft:river, CREATURE, risingtides:crab, 50, 5, 8
374, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
375, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
376, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
377, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
378, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
379, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
380, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
381, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
382, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
383, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
384, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
385, river, minecraft:river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
386, river, minecraft:river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
387, river, minecraft:river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
388, river, minecraft:river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
389, river, minecraft:river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
390, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
391, river, minecraft:river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
392, river, minecraft:river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
393, river, minecraft:river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
394, river, minecraft:river, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
395, river, minecraft:river, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
396, river, minecraft:river, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
397, river, minecraft:river, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
398, river, minecraft:river, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
399, river, minecraft:river, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
400, river, minecraft:river, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
401, river, minecraft:river, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
402, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
403, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
404, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
405, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
406, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
407, nether, minecraft:nether_wastes, MONSTER, mowziesmobs:grottol, 10, 1, 1
408, nether, minecraft:nether_wastes, MONSTER, dannys_expansion:magma_gulper, 10, 1, 1
409, nether, minecraft:nether_wastes, MONSTER, dannys_expansion:magma_slime, 10, 1, 1
410, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
411, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
412, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
413, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
414, nether, minecraft:nether_wastes, MONSTER, mowziesmobs:grottol, 10, 1, 1
415, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
416, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
417, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 10, 1, 1
418, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 10, 1, 1
419, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
420, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
421, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
422, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
423, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
424, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
425, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
426, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
427, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
428, ocean, minecraft:frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
429, ocean, minecraft:frozen_ocean, MONSTER, dannys_expansion:frozen_ghoul, 45, 1, 1
430, ocean, minecraft:frozen_ocean, MONSTER, dannys_expansion:frozen_slime, 20, 1, 1
431, ocean, minecraft:frozen_ocean, MONSTER, dannys_expansion:ghoul, 20, 1, 3
432, ocean, minecraft:frozen_ocean, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
433, ocean, minecraft:frozen_ocean, MONSTER, dannys_expansion:sporer, 10, 1, 1
434, ocean, minecraft:frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
435, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
436, ocean, minecraft:frozen_ocean, CREATURE, exoticbirds:penguin, 10, 2, 5
437, ocean, minecraft:frozen_ocean, CREATURE, risingtides:walrus, 10, 5, 5
438, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
439, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
440, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
441, ocean, minecraft:frozen_ocean, AMBIENT, risingtides:whale, 10, 1, 1
442, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
443, ocean, minecraft:frozen_ocean, WATER_CREATURE, risingtides:shark, 13, 3, 4
444, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
445, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
446, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
447, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
448, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
449, ocean, minecraft:frozen_ocean, WATER_AMBIENT, risingtides:lionfish, 13, 2, 3
450, ocean, minecraft:frozen_ocean, WATER_AMBIENT, risingtides:mantaray, 11, 2, 3
451, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
452, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
453, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
454, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
455, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
456, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
457, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
458, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
459, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
460, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
461, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
462, ocean, minecraft:frozen_ocean, pvj_water_ambient, projectvibrantjourneys:ocean_starfish, 15, 1, 4
463, ocean, minecraft:frozen_ocean, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
464, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
465, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
466, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
467, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
468, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
469, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
470, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
471, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
472, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
473, river, minecraft:frozen_river, MONSTER, mowziesmobs:grottol, 10, 1, 1
474, river, minecraft:frozen_river, MONSTER, dannys_expansion:frozen_ghoul, 45, 1, 1
475, river, minecraft:frozen_river, MONSTER, dannys_expansion:frozen_slime, 20, 1, 1
476, river, minecraft:frozen_river, MONSTER, dannys_expansion:ghoul, 20, 1, 3
477, river, minecraft:frozen_river, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
478, river, minecraft:frozen_river, MONSTER, dannys_expansion:sporer, 10, 1, 1
479, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
480, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
481, river, minecraft:frozen_river, MONSTER, mowziesmobs:grottol, 10, 1, 1
482, river, minecraft:frozen_river, CREATURE, exoticbirds:penguin, 10, 2, 5
483, river, minecraft:frozen_river, CREATURE, exoticbirds:crane, 10, 2, 5
484, river, minecraft:frozen_river, CREATURE, exoticbirds:duck, 10, 2, 5
485, river, minecraft:frozen_river, CREATURE, exoticbirds:heron, 10, 2, 5
486, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
487, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
488, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
489, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
490, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
491, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
492, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
493, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
494, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
495, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
496, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
497, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
498, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
499, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
500, river, minecraft:frozen_river, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
501, icy, minecraft:snowy_tundra, MONSTER, minecraft:spider, 80, 4, 4
502, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie, 80, 4, 4
503, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
504, icy, minecraft:snowy_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
505, icy, minecraft:snowy_tundra, MONSTER, minecraft:creeper, 80, 4, 4
506, icy, minecraft:snowy_tundra, MONSTER, minecraft:slime, 80, 4, 4
507, icy, minecraft:snowy_tundra, MONSTER, minecraft:enderman, 5, 1, 4
508, icy, minecraft:snowy_tundra, MONSTER, minecraft:witch, 5, 1, 1
509, icy, minecraft:snowy_tundra, MONSTER, minecraft:stray, 80, 4, 4
510, icy, minecraft:snowy_tundra, MONSTER, mowziesmobs:grottol, 10, 1, 1
511, icy, minecraft:snowy_tundra, MONSTER, dannys_expansion:frozen_ghoul, 45, 1, 1
512, icy, minecraft:snowy_tundra, MONSTER, dannys_expansion:frozen_slime, 20, 1, 1
513, icy, minecraft:snowy_tundra, MONSTER, dannys_expansion:ghoul, 20, 1, 3
514, icy, minecraft:snowy_tundra, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
515, icy, minecraft:snowy_tundra, MONSTER, dannys_expansion:sporer, 10, 1, 1
516, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
517, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
518, icy, minecraft:snowy_tundra, MONSTER, mowziesmobs:grottol, 10, 1, 1
519, icy, minecraft:snowy_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
520, icy, minecraft:snowy_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
521, icy, minecraft:snowy_tundra, CREATURE, exoticbirds:penguin, 10, 2, 5
522, icy, minecraft:snowy_tundra, CREATURE, risingtides:penguin, 12, 3, 6
523, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
524, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
525, icy, minecraft:snowy_tundra, AMBIENT, minecraft:bat, 10, 8, 8
526, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
527, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
528, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
529, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
530, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
531, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
532, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
533, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
534, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
535, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
536, icy, minecraft:snowy_mountains, MONSTER, minecraft:spider, 80, 4, 4
537, icy, minecraft:snowy_mountains, MONSTER, minecraft:zombie, 80, 4, 4
538, icy, minecraft:snowy_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
539, icy, minecraft:snowy_mountains, MONSTER, minecraft:skeleton, 20, 4, 4
540, icy, minecraft:snowy_mountains, MONSTER, minecraft:creeper, 80, 4, 4
541, icy, minecraft:snowy_mountains, MONSTER, minecraft:slime, 80, 4, 4
542, icy, minecraft:snowy_mountains, MONSTER, minecraft:enderman, 5, 1, 4
543, icy, minecraft:snowy_mountains, MONSTER, minecraft:witch, 5, 1, 1
544, icy, minecraft:snowy_mountains, MONSTER, minecraft:stray, 80, 4, 4
545, icy, minecraft:snowy_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
546, icy, minecraft:snowy_mountains, MONSTER, dannys_expansion:frozen_ghoul, 45, 1, 1
547, icy, minecraft:snowy_mountains, MONSTER, dannys_expansion:frozen_slime, 20, 1, 1
548, icy, minecraft:snowy_mountains, MONSTER, dannys_expansion:ghoul, 20, 1, 3
549, icy, minecraft:snowy_mountains, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
550, icy, minecraft:snowy_mountains, MONSTER, dannys_expansion:sporer, 10, 1, 1
551, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
552, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
553, icy, minecraft:snowy_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
554, icy, minecraft:snowy_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
555, icy, minecraft:snowy_mountains, CREATURE, minecraft:polar_bear, 10, 1, 2
556, icy, minecraft:snowy_mountains, CREATURE, exoticbirds:penguin, 10, 2, 5
557, icy, minecraft:snowy_mountains, CREATURE, risingtides:penguin, 12, 3, 6
558, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
559, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
560, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
561, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
562, icy, minecraft:snowy_mountains, AMBIENT, minecraft:bat, 10, 8, 8
563, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
564, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
565, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
566, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
567, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
568, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
569, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
570, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
571, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
572, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
573, icy, minecraft:snowy_mountains, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
574, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
575, mushroom, minecraft:mushroom_fields, CREATURE, exoticbirds:pigeon, 12, 2, 5
576, mushroom, minecraft:mushroom_fields, CREATURE, risingtides:snail, 15, 4, 6
577, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
578, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
579, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
580, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
581, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
582, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
583, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
584, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
585, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
586, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
587, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
588, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
589, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
590, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
591, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
592, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
593, mushroom, minecraft:mushroom_fields, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
